id1,id2,weight
74401,68801,1
74401,58911,1
74401,64347,1
74401,74400,1
74401,68687,1
74401,58907,1
74401,63834,1
74401,68916,1
74401,62878,1
74401,63194,1
74401,65840,1
74401,60342,1
68801,11732,1
68801,16147,1
68801,53161,1
58911,22538,1
58911,42181,1
64347,23034,1
64347,52251,1
74400,74399,1
74400,74396,1
74400,65198,1
68687,25357,1
58907,25402,1
58907,32812,1
63834,28468,1
68916,30496,1
62878,38394,1
63194,38882,1
65840,40923,1
60342,53826,1
74399,74348,1
74399,74345,1
74399,27587,1
74399,74365,1
74399,74363,1
74399,74398,1
74396,74368,1
74396,70175,1
74396,74389,1
74396,74372,1
74396,74390,1
74396,74362,1
74396,74394,1
74396,55399,1
65198,14406,1
65198,15037,1
65198,31377,1
65198,36758,1
65198,39878,1
65198,40469,1
65198,45337,1
65198,48714,1
74348,65362,1
74348,71630,1
74348,74321,1
74348,73184,1
74348,17156,1
74348,68111,1
74348,19169,1
74348,73578,1
74348,27970,1
74348,74280,1
74348,73924,1
74348,50778,1
74348,51919,1
74348,53552,1
74345,74289,1
74345,15419,1
74345,15611,1
74345,17602,1
74345,18075,1
74345,59921,1
74345,61924,1
74345,74017,1
74345,73804,1
74345,29215,1
74345,70991,1
74345,73122,1
74345,74343,1
74345,34648,1
74345,74326,1
74345,73537,1
74345,70593,1
74345,48445,1
74345,71445,1
74345,49078,1
74345,61789,1
74345,50978,1
74345,74156,1
74345,55621,1
74365,20696,1
74365,72145,1
74365,25622,1
74365,73485,1
74365,43858,1
74365,63366,1
74365,74361,1
74365,59252,1
74363,12201,1
74363,74161,1
74363,14429,1
74363,74049,1
74363,65819,1
74363,29251,1
74363,35565,1
74363,72884,1
74363,73282,1
74363,40145,1
74363,43507,1
74363,46042,1
74363,74352,1
74363,72774,1
74363,50739,1
74363,54511,1
74398,73439,1
74398,13037,1
74398,63209,1
74398,70751,1
74398,15592,1
74398,15735,1
74398,71466,1
74398,63729,1
74398,63775,1
74398,64706,1
74398,21259,1
74398,21412,1
74398,22023,1
74398,67742,1
74398,24268,1
74398,65683,1
74398,61424,1
74398,25851,1
74398,26037,1
74398,28245,1
74398,65396,1
74398,71038,1
74398,74272,1
74398,64526,1
74398,65068,1
74398,65847,1
74398,65223,1
74398,45234,1
74398,74397,1
74398,47090,1
74398,72068,1
74398,71949,1
74398,49621,1
74398,73671,1
74398,52331,1
74398,52877,1
74398,62383,1
65362,29642,1
71630,12876,1
71630,31987,1
71630,66434,1
71630,50947,1
74321,74267,1
74321,15159,1
74321,15313,1
74321,15689,1
74321,61199,1
74321,15996,1
74321,60074,1
74321,20336,1
74321,60974,1
74321,22387,1
74321,63484,1
74321,24519,1
74321,58884,1
74321,32213,1
74321,33950,1
74321,34811,1
74321,38029,1
74321,38365,1
74321,72512,1
74321,73727,1
74321,42396,1
74321,44083,1
74321,61568,1
74321,46765,1
74321,74066,1
74321,67188,1
74321,71240,1
74321,72204,1
74321,57112,1
74321,67184,1
73184,20071,1
73184,72741,1
73184,37406,1
73184,41118,1
73184,66302,1
68111,38339,1
73578,72348,1
74280,66924,1
74280,30050,1
74280,72556,1
74280,41166,1
74280,73978,1
74280,70623,1
74280,74251,1
74280,57293,1
73924,73615,1
73924,66137,1
66434,27051,1
66434,38819,1
74267,16638,1
74267,74249,1
74267,17619,1
74267,70359,1
74267,73692,1
74267,25982,1
74267,29836,1
74267,64371,1
74267,32930,1
74267,73955,1
74267,67895,1
74267,59228,1
74267,51216,1
61199,11804,1
61199,60373,1
61199,58927,1
61199,59767,1
60074,23903,1
60074,35538,1
60074,37169,1
60074,45365,1
60974,18732,1
63484,21720,1
58884,18998,1
